,BOT_X,BOT_Y,CREW_X,CREW_Y,Optimal_Direction
419,0,3,5,1,DOWN
420,0,3,5,2,DOWN
421,0,3,5,3,DOWN
422,0,3,5,4,DOWN
423,0,3,5,5,STAY
424,0,3,5,6,RIGHT
425,0,3,5,7,RIGHT
426,0,3,5,8,RIGHT
427,0,3,5,9,RIGHT
428,0,3,5,10,RIGHT
429,0,3,6,0,DOWN
430,0,3,6,1,DOWN
431,0,3,6,2,DOWN
432,0,3,6,3,DOWN
433,0,3,6,4,
434,0,3,6,5,DOWN
435,0,3,6,6,
436,0,3,6,7,
437,0,3,6,8,
438,0,3,6,9,
439,0,3,6,10,RIGHT
440,0,3,7,0,DOWN
441,0,3,7,1,DOWN
442,0,3,7,2,DOWN
443,0,3,7,3,SW
444,0,3,7,4,DOWN
445,0,3,7,5,DOWN
446,0,3,7,6,DOWN
447,0,3,7,7,DOWN
448,0,3,7,8,DOWN
449,0,3,7,9,DOWN
450,0,3,7,10,RIGHT
451,0,3,8,0,DOWN
452,0,3,8,1,DOWN
453,0,3,8,2,DOWN
454,0,3,8,3,DOWN
455,0,3,8,4,DOWN
456,0,3,8,5,DOWN
457,0,3,8,6,DOWN
458,0,3,8,7,
459,0,3,8,8,DOWN
460,0,3,8,9,DOWN
461,0,3,8,10,DOWN
462,0,3,9,0,DOWN
463,0,3,9,1,DOWN
464,0,3,9,2,DOWN
465,0,3,9,3,DOWN
466,0,3,9,4,DOWN
467,0,3,9,5,DOWN
468,0,3,9,6,DOWN
469,0,3,9,7,DOWN
470,0,3,9,8,DOWN
471,0,3,9,9,DOWN
472,0,3,9,10,
473,0,3,10,0,DOWN
474,0,3,10,1,DOWN
475,0,3,10,2,DOWN
476,0,3,10,3,SW
477,0,3,10,4,DOWN
478,0,3,10,5,DOWN
479,0,3,10,6,DOWN
480,0,3,10,7,DOWN
481,0,3,10,8,DOWN
482,0,3,10,9,DOWN
483,0,3,10,10,DOWN
484,0,4,0,0,SW
485,0,4,0,1,SW
486,0,4,0,2,SW
487,0,4,0,3,SW
488,0,4,0,4,
489,0,4,0,5,
490,0,4,0,6,SE
491,0,4,0,7,SE
492,0,4,0,8,SE
493,0,4,0,9,SE
494,0,4,0,10,SE
495,0,4,1,0,SW
496,0,4,1,1,SW
497,0,4,1,2,LEFT
498,0,4,1,3,STAY
499,0,4,1,4,
500,0,4,1,5,STAY
501,0,4,1,6,SE
502,0,4,1,7,SE
503,0,4,1,8,SE
504,0,4,1,9,SE
505,0,4,1,10,SE
506,0,4,2,0,SW
507,0,4,2,1,SW
508,0,4,2,2,SW
509,0,4,2,3,
510,0,4,2,4,SE
511,0,4,2,5,SE
512,0,4,2,6,SE
513,0,4,2,7,SE
514,0,4,2,8,SE
515,0,4,2,9,SE
516,0,4,2,10,SE
517,0,4,3,0,SW
518,0,4,3,1,SW
519,0,4,3,2,SW
520,0,4,3,3,SW
521,0,4,3,4,SE
522,0,4,3,5,SE
523,0,4,3,6,SE
524,0,4,3,7,SE
525,0,4,3,8,SE
526,0,4,3,9,SE
527,0,4,3,10,SE
528,0,4,4,0,SW
529,0,4,4,1,
530,0,4,4,2,SW
531,0,4,4,3,SW
532,0,4,4,4,
533,0,4,4,5,SE
534,0,4,4,6,
535,0,4,4,7,SE
536,0,4,4,8,
537,0,4,4,9,SE
538,0,4,4,10,SE
539,0,4,5,0,SW
540,0,4,5,1,SW
541,0,4,5,2,SW
542,0,4,5,3,SW
543,0,4,5,4,SE
544,0,4,5,5,STAY
545,0,4,5,6,SE
546,0,4,5,7,SE
547,0,4,5,8,SE
548,0,4,5,9,SE
549,0,4,5,10,SE
550,0,4,6,0,SW
551,0,4,6,1,SW
552,0,4,6,2,SW
553,0,4,6,3,SE
554,0,4,6,4,
555,0,4,6,5,SE
556,0,4,6,6,
557,0,4,6,7,
558,0,4,6,8,
559,0,4,6,9,
560,0,4,6,10,SE
561,0,4,7,0,SW
562,0,4,7,1,SW
563,0,4,7,2,SE
564,0,4,7,3,SW
565,0,4,7,4,SE
566,0,4,7,5,SE
567,0,4,7,6,SE
568,0,4,7,7,SE
569,0,4,7,8,SE
570,0,4,7,9,SE
571,0,4,7,10,SE
572,0,4,8,0,SW
573,0,4,8,1,SE
574,0,4,8,2,SW
575,0,4,8,3,SE
576,0,4,8,4,SE
577,0,4,8,5,SE
578,0,4,8,6,SE
579,0,4,8,7,
580,0,4,8,8,SE
581,0,4,8,9,SE
582,0,4,8,10,SE
583,0,4,9,0,SE
584,0,4,9,1,SW
585,0,4,9,2,SE
586,0,4,9,3,SE
587,0,4,9,4,SE
588,0,4,9,5,SE
589,0,4,9,6,SE
590,0,4,9,7,SE
591,0,4,9,8,SE
592,0,4,9,9,SE
593,0,4,9,10,
594,0,4,10,0,SE
595,0,4,10,1,SE
596,0,4,10,2,SE
597,0,4,10,3,SE
598,0,4,10,4,SE
599,0,4,10,5,SE
600,0,4,10,6,SE
601,0,4,10,7,SE
602,0,4,10,8,SE
603,0,4,10,9,SE
604,0,4,10,10,SE
605,0,5,0,0,
606,0,5,0,1,
607,0,5,0,2,
608,0,5,0,3,
609,0,5,0,4,
610,0,5,0,5,
611,0,5,0,6,
612,0,5,0,7,
613,0,5,0,8,
614,0,5,0,9,
615,0,5,0,10,
616,0,5,1,0,
617,0,5,1,1,
618,0,5,1,2,
619,0,5,1,3,
620,0,5,1,4,
621,0,5,1,5,
622,0,5,1,6,
623,0,5,1,7,
624,0,5,1,8,
625,0,5,1,9,
626,0,5,1,10,
627,0,5,2,0,
628,0,5,2,1,
629,0,5,2,2,
630,0,5,2,3,
631,0,5,2,4,
632,0,5,2,5,
633,0,5,2,6,
634,0,5,2,7,
635,0,5,2,8,
636,0,5,2,9,
637,0,5,2,10,
638,0,5,3,0,
639,0,5,3,1,
640,0,5,3,2,
641,0,5,3,3,
642,0,5,3,4,
643,0,5,3,5,
644,0,5,3,6,
645,0,5,3,7,
646,0,5,3,8,
647,0,5,3,9,
648,0,5,3,10,
649,0,5,4,0,
650,0,5,4,1,
651,0,5,4,2,
652,0,5,4,3,
653,0,5,4,4,
654,0,5,4,5,
655,0,5,4,6,
656,0,5,4,7,
657,0,5,4,8,
658,0,5,4,9,
659,0,5,4,10,
660,0,5,5,0,
661,0,5,5,1,
662,0,5,5,2,
663,0,5,5,3,
664,0,5,5,4,
665,0,5,5,5,STAY
666,0,5,5,6,
667,0,5,5,7,
668,0,5,5,8,
669,0,5,5,9,
670,0,5,5,10,
671,0,5,6,0,
672,0,5,6,1,
673,0,5,6,2,
674,0,5,6,3,
675,0,5,6,4,
676,0,5,6,5,
677,0,5,6,6,
678,0,5,6,7,
679,0,5,6,8,
680,0,5,6,9,
681,0,5,6,10,
682,0,5,7,0,
683,0,5,7,1,
684,0,5,7,2,
685,0,5,7,3,
686,0,5,7,4,
687,0,5,7,5,
688,0,5,7,6,
689,0,5,7,7,
690,0,5,7,8,
691,0,5,7,9,
692,0,5,7,10,
693,0,5,8,0,
694,0,5,8,1,
695,0,5,8,2,
696,0,5,8,3,
697,0,5,8,4,
698,0,5,8,5,
699,0,5,8,6,
700,0,5,8,7,
701,0,5,8,8,
702,0,5,8,9,
703,0,5,8,10,
704,0,5,9,0,
705,0,5,9,1,
706,0,5,9,2,
707,0,5,9,3,
708,0,5,9,4,
709,0,5,9,5,
710,0,5,9,6,
711,0,5,9,7,
712,0,5,9,8,
713,0,5,9,9,
714,0,5,9,10,
715,0,5,10,0,
716,0,5,10,1,
717,0,5,10,2,
718,0,5,10,3,
719,0,5,10,4,
720,0,5,10,5,
721,0,5,10,6,
722,0,5,10,7,
723,0,5,10,8,
724,0,5,10,9,
725,0,5,10,10,
726,0,6,0,0,SW
727,0,6,0,1,SW
728,0,6,0,2,SW
729,0,6,0,3,SW
730,0,6,0,4,SW
731,0,6,0,5,
732,0,6,0,6,
733,0,6,0,7,DOWN
734,0,6,0,8,SE
735,0,6,0,9,RIGHT
736,0,6,0,10,RIGHT
737,0,6,1,0,SW
738,0,6,1,1,SW
739,0,6,1,2,SW
740,0,6,1,3,SW
741,0,6,1,4,
742,0,6,1,5,DOWN
743,0,6,1,6,SE
744,0,6,1,7,RIGHT
745,0,6,1,8,RIGHT
746,0,6,1,9,RIGHT
747,0,6,1,10,RIGHT
748,0,6,2,0,SW
749,0,6,2,1,SW
750,0,6,2,2,SW
751,0,6,2,3,
752,0,6,2,4,SW
753,0,6,2,5,SW
754,0,6,2,6,DOWN
755,0,6,2,7,SE
756,0,6,2,8,SE
757,0,6,2,9,SE
758,0,6,2,10,SE
759,0,6,3,0,SW
760,0,6,3,1,SW
761,0,6,3,2,SW
762,0,6,3,3,SW
763,0,6,3,4,SW
764,0,6,3,5,SW
765,0,6,3,6,DOWN
766,0,6,3,7,SE
767,0,6,3,8,SE
768,0,6,3,9,SE
769,0,6,3,10,SE
770,0,6,4,0,SW
771,0,6,4,1,
772,0,6,4,2,SW
773,0,6,4,3,SW
774,0,6,4,4,
775,0,6,4,5,DOWN
776,0,6,4,6,
777,0,6,4,7,DOWN
778,0,6,4,8,
779,0,6,4,9,SE
780,0,6,4,10,SE
781,0,6,5,0,SW
782,0,6,5,1,SW
783,0,6,5,2,SW
784,0,6,5,3,SW
785,0,6,5,4,SW
786,0,6,5,5,STAY
787,0,6,5,6,DOWN
788,0,6,5,7,SE
789,0,6,5,8,SE
790,0,6,5,9,SE
791,0,6,5,10,SE
792,0,6,6,0,SW
793,0,6,6,1,SW
794,0,6,6,2,SW
795,0,6,6,3,SW
796,0,6,6,4,
797,0,6,6,5,DOWN
798,0,6,6,6,
799,0,6,6,7,
800,0,6,6,8,
801,0,6,6,9,
802,0,6,6,10,SE
803,0,6,7,0,SW
804,0,6,7,1,SW
805,0,6,7,2,SW
806,0,6,7,3,SW
807,0,6,7,4,SW
808,0,6,7,5,SW
809,0,6,7,6,DOWN
810,0,6,7,7,DOWN
811,0,6,7,8,DOWN
812,0,6,7,9,SE
813,0,6,7,10,SE
814,0,6,8,0,SW
815,0,6,8,1,SW
816,0,6,8,2,SW
817,0,6,8,3,SW
818,0,6,8,4,SW
819,0,6,8,5,DOWN
820,0,6,8,6,DOWN
821,0,6,8,7,
822,0,6,8,8,DOWN
823,0,6,8,9,DOWN
824,0,6,8,10,SE
825,0,6,9,0,SW
826,0,6,9,1,SW
827,0,6,9,2,SW
828,0,6,9,3,SW
829,0,6,9,4,DOWN
830,0,6,9,5,DOWN
831,0,6,9,6,DOWN
832,0,6,9,7,DOWN
833,0,6,9,8,DOWN
834,0,6,9,9,DOWN
835,0,6,9,10,
836,0,6,10,0,SW
837,0,6,10,1,DOWN
838,0,6,10,2,SW
839,0,6,10,3,DOWN
840,0,6,10,4,DOWN
841,0,6,10,5,DOWN
842,0,6,10,6,DOWN
843,0,6,10,7,DOWN
844,0,6,10,8,DOWN
845,0,6,10,9,DOWN
846,0,6,10,10,DOWN
847,0,7,0,0,SW
848,0,7,0,1,LEFT
849,0,7,0,2,LEFT
850,0,7,0,3,LEFT
851,0,7,0,4,LEFT
852,0,7,0,5,
853,0,7,0,6,STAY
854,0,7,0,7,
855,0,7,0,8,DOWN
856,0,7,0,9,SE
857,0,7,0,10,RIGHT
858,0,7,1,0,SW
859,0,7,1,1,SW
860,0,7,1,2,SW
861,0,7,1,3,LEFT
862,0,7,1,4,
863,0,7,1,5,SW
864,0,7,1,6,DOWN
865,0,7,1,7,SE
866,0,7,1,8,RIGHT
867,0,7,1,9,RIGHT
868,0,7,1,10,RIGHT
869,0,7,2,0,SW
870,0,7,2,1,SW
871,0,7,2,2,SW
872,0,7,2,3,
873,0,7,2,4,SW
874,0,7,2,5,SW
875,0,7,2,6,SW
876,0,7,2,7,DOWN
877,0,7,2,8,SE
878,0,7,2,9,SE
879,0,7,2,10,SE
880,0,7,3,0,SW
881,0,7,3,1,SW
882,0,7,3,2,SW
883,0,7,3,3,SW
884,0,7,3,4,SW
885,0,7,3,5,SW
886,0,7,3,6,SW
887,0,7,3,7,DOWN
888,0,7,3,8,SE
889,0,7,3,9,SE
890,0,7,3,10,SE
891,0,7,4,0,SW
892,0,7,4,1,
893,0,7,4,2,SW
894,0,7,4,3,SW
895,0,7,4,4,
896,0,7,4,5,SW
897,0,7,4,6,
898,0,7,4,7,DOWN
899,0,7,4,8,
900,0,7,4,9,SE
901,0,7,4,10,SE
902,0,7,5,0,SW
903,0,7,5,1,SW
904,0,7,5,2,SW
905,0,7,5,3,SW
906,0,7,5,4,SW
907,0,7,5,5,STAY
908,0,7,5,6,DOWN
909,0,7,5,7,DOWN
910,0,7,5,8,DOWN
911,0,7,5,9,SE
912,0,7,5,10,SE
913,0,7,6,0,SW
914,0,7,6,1,SW
915,0,7,6,2,SW
916,0,7,6,3,SW
917,0,7,6,4,
918,0,7,6,5,SW
919,0,7,6,6,
920,0,7,6,7,
921,0,7,6,8,
922,0,7,6,9,
923,0,7,6,10,SE
924,0,7,7,0,SW
925,0,7,7,1,SW
926,0,7,7,2,SW
927,0,7,7,3,SW
928,0,7,7,4,SW
929,0,7,7,5,SW
930,0,7,7,6,SW
931,0,7,7,7,SW
932,0,7,7,8,DOWN
933,0,7,7,9,DOWN
934,0,7,7,10,DOWN
935,0,7,8,0,SW
936,0,7,8,1,SW
937,0,7,8,2,SW
938,0,7,8,3,SW
939,0,7,8,4,SW
940,0,7,8,5,SW
941,0,7,8,6,SW
942,0,7,8,7,
943,0,7,8,8,DOWN
944,0,7,8,9,DOWN
945,0,7,8,10,DOWN
946,0,7,9,0,SW
947,0,7,9,1,SW
948,0,7,9,2,SW
949,0,7,9,3,SW
950,0,7,9,4,SW
951,0,7,9,5,SW
952,0,7,9,6,SW
953,0,7,9,7,DOWN
954,0,7,9,8,DOWN
955,0,7,9,9,DOWN
956,0,7,9,10,
957,0,7,10,0,SW
958,0,7,10,1,SW
959,0,7,10,2,SW
960,0,7,10,3,SW
961,0,7,10,4,SW
962,0,7,10,5,SW
963,0,7,10,6,SW
964,0,7,10,7,DOWN
965,0,7,10,8,DOWN
966,0,7,10,9,DOWN
967,0,7,10,10,DOWN
968,0,8,0,0,LEFT
969,0,8,0,1,LEFT
970,0,8,0,2,LEFT
971,0,8,0,3,LEFT
972,0,8,0,4,LEFT
973,0,8,0,5,
974,0,8,0,6,LEFT
975,0,8,0,7,STAY
976,0,8,0,8,
977,0,8,0,9,DOWN
978,0,8,0,10,RIGHT
979,0,8,1,0,LEFT
980,0,8,1,1,LEFT
981,0,8,1,2,SW
982,0,8,1,3,LEFT
983,0,8,1,4,
984,0,8,1,5,SW
985,0,8,1,6,SW
986,0,8,1,7,DOWN
987,0,8,1,8,SE
988,0,8,1,9,RIGHT
989,0,8,1,10,SE
990,0,8,2,0,LEFT
991,0,8,2,1,LEFT
992,0,8,2,2,LEFT
993,0,8,2,3,
994,0,8,2,4,SW
995,0,8,2,5,SW
996,0,8,2,6,SW
997,0,8,2,7,SW
998,0,8,2,8,DOWN
999,0,8,2,9,SE
1000,0,8,2,10,SE
1001,0,8,3,0,SW
1002,0,8,3,1,SW
1003,0,8,3,2,SW
1004,0,8,3,3,SW
1005,0,8,3,4,SW
1006,0,8,3,5,SW
1007,0,8,3,6,SW
1008,0,8,3,7,SW
1009,0,8,3,8,DOWN
1010,0,8,3,9,SE
1011,0,8,3,10,SE
1012,0,8,4,0,SW
1013,0,8,4,1,
1014,0,8,4,2,SW
1015,0,8,4,3,SW
1016,0,8,4,4,
1017,0,8,4,5,SW
1018,0,8,4,6,
1019,0,8,4,7,DOWN
1020,0,8,4,8,
1021,0,8,4,9,DOWN
1022,0,8,4,10,SE
1023,0,8,5,0,SW
1024,0,8,5,1,SW
1025,0,8,5,2,SW
1026,0,8,5,3,SW
1027,0,8,5,4,SW
1028,0,8,5,5,STAY
1029,0,8,5,6,DOWN
1030,0,8,5,7,DOWN
1031,0,8,5,8,DOWN
1032,0,8,5,9,DOWN
1033,0,8,5,10,DOWN
1034,0,8,6,0,SW
1035,0,8,6,1,SW
1036,0,8,6,2,SW
