,BOT_X,BOT_Y,CREW_X,CREW_Y,Optimal_Direction
130,0,1,0,9,
131,0,1,0,10,
132,0,1,1,0,
133,0,1,1,1,
134,0,1,1,2,
135,0,1,1,3,
136,0,1,1,4,
137,0,1,1,5,
138,0,1,1,6,
139,0,1,1,7,
140,0,1,1,8,
141,0,1,1,9,
142,0,1,1,10,
143,0,1,2,0,
144,0,1,2,1,
145,0,1,2,2,
146,0,1,2,3,
147,0,1,2,4,
148,0,1,2,5,
149,0,1,2,6,
150,0,1,2,7,
151,0,1,2,8,
152,0,1,2,9,
153,0,1,2,10,
154,0,1,3,0,
155,0,1,3,1,
156,0,1,3,2,
157,0,1,3,3,
158,0,1,3,4,
159,0,1,3,5,
160,0,1,3,6,
161,0,1,3,7,
162,0,1,3,8,
163,0,1,3,9,
164,0,1,3,10,
165,0,1,4,0,
166,0,1,4,1,
167,0,1,4,2,
168,0,1,4,3,
169,0,1,4,4,
170,0,1,4,5,
171,0,1,4,6,
172,0,1,4,7,
173,0,1,4,8,
174,0,1,4,9,
175,0,1,4,10,
176,0,1,5,0,
177,0,1,5,1,
178,0,1,5,2,
179,0,1,5,3,
180,0,1,5,4,
181,0,1,5,5,STAY
182,0,1,5,6,
183,0,1,5,7,
184,0,1,5,8,
185,0,1,5,9,
186,0,1,5,10,
187,0,1,6,0,
188,0,1,6,1,
189,0,1,6,2,
190,0,1,6,3,
191,0,1,6,4,
192,0,1,6,5,
193,0,1,6,6,
194,0,1,6,7,
195,0,1,6,8,
196,0,1,6,9,
197,0,1,6,10,
198,0,1,7,0,
199,0,1,7,1,
200,0,1,7,2,
201,0,1,7,3,
202,0,1,7,4,
203,0,1,7,5,
204,0,1,7,6,
205,0,1,7,7,
206,0,1,7,8,
207,0,1,7,9,
208,0,1,7,10,
209,0,1,8,0,
210,0,1,8,1,
211,0,1,8,2,
212,0,1,8,3,
213,0,1,8,4,
214,0,1,8,5,
215,0,1,8,6,
216,0,1,8,7,
217,0,1,8,8,
218,0,1,8,9,
219,0,1,8,10,
220,0,1,9,0,
221,0,1,9,1,
222,0,1,9,2,
223,0,1,9,3,
224,0,1,9,4,
225,0,1,9,5,
226,0,1,9,6,
227,0,1,9,7,
228,0,1,9,8,
229,0,1,9,9,
230,0,1,9,10,
231,0,1,10,0,
232,0,1,10,1,
233,0,1,10,2,
234,0,1,10,3,
235,0,1,10,4,
236,0,1,10,5,
237,0,1,10,6,
238,0,1,10,7,
239,0,1,10,8,
240,0,1,10,9,
241,0,1,10,10,
242,0,2,0,0,RIGHT
243,0,2,0,1,
244,0,2,0,2,
245,0,2,0,3,DOWN
246,0,2,0,4,
247,0,2,0,5,STAY
248,0,2,0,6,RIGHT
249,0,2,0,7,SE
250,0,2,0,8,SE
251,0,2,0,9,SW
252,0,2,0,10,DOWN
253,0,2,1,0,SE
254,0,2,1,1,SE
255,0,2,1,2,RIGHT
256,0,2,1,3,RIGHT
257,0,2,1,4,SW
258,0,2,1,5,SE
259,0,2,1,6,SW
260,0,2,1,7,SE
261,0,2,1,8,STAY
262,0,2,1,9,DOWN
263,0,2,1,10,SE
264,0,2,2,0,SE
265,0,2,2,1,SE
266,0,2,2,2,DOWN
267,0,2,2,3,SE
268,0,2,2,4,
269,0,2,2,5,SW
270,0,2,2,6,SW
271,0,2,2,7,RIGHT
272,0,2,2,8,SW
273,0,2,2,9,SE
274,0,2,2,10,SE
275,0,2,3,0,DOWN
276,0,2,3,1,SW
277,0,2,3,2,SE
278,0,2,3,3,STAY
279,0,2,3,4,SE
280,0,2,3,5,STAY
281,0,2,3,6,STAY
282,0,2,3,7,SE
283,0,2,3,8,SW
284,0,2,3,9,STAY
285,0,2,3,10,STAY
286,0,2,4,0,RIGHT
287,0,2,4,1,STAY
288,0,2,4,2,DOWN
289,0,2,4,3,STAY
290,0,2,4,4,
291,0,2,4,5,SW
292,0,2,4,6,
293,0,2,4,7,SE
294,0,2,4,8,SE
295,0,2,4,9,DOWN
296,0,2,4,10,SE
297,0,2,5,0,SE
298,0,2,5,1,
299,0,2,5,2,SW
300,0,2,5,3,SE
301,0,2,5,4,RIGHT
302,0,2,5,5,STAY
303,0,2,5,6,SE
304,0,2,5,7,SE
305,0,2,5,8,RIGHT
306,0,2,5,9,SW
307,0,2,5,10,SW
308,0,2,6,0,
309,0,2,6,1,DOWN
310,0,2,6,2,
311,0,2,6,3,
312,0,2,6,4,
313,0,2,6,5,DOWN
314,0,2,6,6,
315,0,2,6,7,RIGHT
316,0,2,6,8,SW
317,0,2,6,9,STAY
318,0,2,6,10,DOWN
319,0,2,7,0,SW
320,0,2,7,1,SW
321,0,2,7,2,SE
322,0,2,7,3,STAY
323,0,2,7,4,
324,0,2,7,5,STAY
325,0,2,7,6,RIGHT
326,0,2,7,7,SE
327,0,2,7,8,DOWN
328,0,2,7,9,RIGHT
329,0,2,7,10,STAY
330,0,2,8,0,STAY
331,0,2,8,1,SW
332,0,2,8,2,SW
333,0,2,8,3,STAY
334,0,2,8,4,RIGHT
335,0,2,8,5,DOWN
336,0,2,8,6,SE
337,0,2,8,7,DOWN
338,0,2,8,8,RIGHT
339,0,2,8,9,SW
340,0,2,8,10,SE
341,0,2,9,0,DOWN
342,0,2,9,1,RIGHT
343,0,2,9,2,DOWN
344,0,2,9,3,STAY
345,0,2,9,4,SW
346,0,2,9,5,DOWN
347,0,2,9,6,SE
348,0,2,9,7,DOWN
349,0,2,9,8,STAY
350,0,2,9,9,RIGHT
351,0,2,9,10,SE
352,0,2,10,0,SW
353,0,2,10,1,SE
354,0,2,10,2,SE
355,0,2,10,3,
356,0,2,10,4,
357,0,2,10,5,SW
358,0,2,10,6,DOWN
359,0,2,10,7,RIGHT
360,0,2,10,8,SW
361,0,2,10,9,RIGHT
362,0,2,10,10,STAY
363,0,3,0,0,STAY
364,0,3,0,1,
365,0,3,0,2,DOWN
366,0,3,0,3,
367,0,3,0,4,
368,0,3,0,5,SE
369,0,3,0,6,SW
370,0,3,0,7,SE
371,0,3,0,8,SE
372,0,3,0,9,DOWN
373,0,3,0,10,STAY
374,0,3,1,0,SE
375,0,3,1,1,STAY
376,0,3,1,2,STAY
377,0,3,1,3,SE
378,0,3,1,4,LEFT
379,0,3,1,5,LEFT
380,0,3,1,6,SE
381,0,3,1,7,SE
382,0,3,1,8,DOWN
383,0,3,1,9,LEFT
384,0,3,1,10,SE
385,0,3,2,0,LEFT
386,0,3,2,1,SW
387,0,3,2,2,SE
388,0,3,2,3,SW
389,0,3,2,4,
390,0,3,2,5,LEFT
391,0,3,2,6,SE
392,0,3,2,7,SE
393,0,3,2,8,LEFT
394,0,3,2,9,LEFT
395,0,3,2,10,LEFT
396,0,3,3,0,SE
397,0,3,3,1,SE
398,0,3,3,2,SE
399,0,3,3,3,SW
400,0,3,3,4,SE
401,0,3,3,5,STAY
402,0,3,3,6,SW
403,0,3,3,7,LEFT
404,0,3,3,8,SE
405,0,3,3,9,DOWN
406,0,3,3,10,SW
407,0,3,4,0,SE
408,0,3,4,1,SW
409,0,3,4,2,STAY
410,0,3,4,3,SW
411,0,3,4,4,
412,0,3,4,5,LEFT
413,0,3,4,6,
414,0,3,4,7,STAY
415,0,3,4,8,SW
416,0,3,4,9,LEFT
417,0,3,4,10,LEFT
418,0,3,5,0,STAY
419,0,3,5,1,
420,0,3,5,2,SE
421,0,3,5,3,SW
422,0,3,5,4,LEFT
423,0,3,5,5,STAY
424,0,3,5,6,SW
425,0,3,5,7,DOWN
426,0,3,5,8,DOWN
427,0,3,5,9,DOWN
428,0,3,5,10,LEFT
429,0,3,6,0,
430,0,3,6,1,STAY
431,0,3,6,2,
432,0,3,6,3,
433,0,3,6,4,
434,0,3,6,5,SW
435,0,3,6,6,
436,0,3,6,7,STAY
437,0,3,6,8,DOWN
438,0,3,6,9,SW
439,0,3,6,10,STAY
440,0,3,7,0,SE
441,0,3,7,1,DOWN
442,0,3,7,2,SW
443,0,3,7,3,SW
444,0,3,7,4,
445,0,3,7,5,SE
446,0,3,7,6,SW
447,0,3,7,7,STAY
448,0,3,7,8,SE
449,0,3,7,9,DOWN
450,0,3,7,10,LEFT
451,0,3,8,0,SW
452,0,3,8,1,DOWN
453,0,3,8,2,SW
454,0,3,8,3,SW
455,0,3,8,4,LEFT
456,0,3,8,5,STAY
457,0,3,8,6,SW
458,0,3,8,7,STAY
459,0,3,8,8,STAY
460,0,3,8,9,SW
461,0,3,8,10,LEFT
462,0,3,9,0,SE
463,0,3,9,1,LEFT
464,0,3,9,2,SW
465,0,3,9,3,DOWN
466,0,3,9,4,DOWN
467,0,3,9,5,STAY
468,0,3,9,6,SW
469,0,3,9,7,LEFT
470,0,3,9,8,DOWN
471,0,3,9,9,STAY
472,0,3,9,10,SW
473,0,3,10,0,SW
474,0,3,10,1,LEFT
475,0,3,10,2,STAY
476,0,3,10,3,
477,0,3,10,4,
478,0,3,10,5,SE
479,0,3,10,6,SE
480,0,3,10,7,SW
481,0,3,10,8,LEFT
482,0,3,10,9,STAY
483,0,3,10,10,DOWN
484,0,4,0,0,
485,0,4,0,1,
486,0,4,0,2,
487,0,4,0,3,
488,0,4,0,4,
489,0,4,0,5,
490,0,4,0,6,
491,0,4,0,7,
492,0,4,0,8,
493,0,4,0,9,
494,0,4,0,10,
495,0,4,1,0,
496,0,4,1,1,
497,0,4,1,2,
498,0,4,1,3,
499,0,4,1,4,
500,0,4,1,5,
501,0,4,1,6,
502,0,4,1,7,
503,0,4,1,8,
504,0,4,1,9,
505,0,4,1,10,
506,0,4,2,0,
507,0,4,2,1,
508,0,4,2,2,
509,0,4,2,3,
510,0,4,2,4,
511,0,4,2,5,
512,0,4,2,6,
513,0,4,2,7,
514,0,4,2,8,
515,0,4,2,9,
516,0,4,2,10,
517,0,4,3,0,
518,0,4,3,1,
519,0,4,3,2,
520,0,4,3,3,
521,0,4,3,4,
522,0,4,3,5,
523,0,4,3,6,
524,0,4,3,7,
525,0,4,3,8,
526,0,4,3,9,
527,0,4,3,10,
528,0,4,4,0,
529,0,4,4,1,
530,0,4,4,2,
531,0,4,4,3,
532,0,4,4,4,
533,0,4,4,5,
534,0,4,4,6,
535,0,4,4,7,
536,0,4,4,8,
537,0,4,4,9,
538,0,4,4,10,
539,0,4,5,0,
540,0,4,5,1,
541,0,4,5,2,
542,0,4,5,3,
543,0,4,5,4,
544,0,4,5,5,STAY
545,0,4,5,6,
546,0,4,5,7,
547,0,4,5,8,
548,0,4,5,9,
549,0,4,5,10,
550,0,4,6,0,
551,0,4,6,1,
552,0,4,6,2,
553,0,4,6,3,
554,0,4,6,4,
555,0,4,6,5,
556,0,4,6,6,
557,0,4,6,7,
558,0,4,6,8,
559,0,4,6,9,
560,0,4,6,10,
561,0,4,7,0,
562,0,4,7,1,
563,0,4,7,2,
564,0,4,7,3,
565,0,4,7,4,
566,0,4,7,5,
567,0,4,7,6,
568,0,4,7,7,
569,0,4,7,8,
570,0,4,7,9,
571,0,4,7,10,
572,0,4,8,0,
573,0,4,8,1,
574,0,4,8,2,
575,0,4,8,3,
576,0,4,8,4,
577,0,4,8,5,
578,0,4,8,6,
579,0,4,8,7,
580,0,4,8,8,
581,0,4,8,9,
582,0,4,8,10,
583,0,4,9,0,
584,0,4,9,1,
585,0,4,9,2,
586,0,4,9,3,
587,0,4,9,4,
588,0,4,9,5,
589,0,4,9,6,
590,0,4,9,7,
591,0,4,9,8,
592,0,4,9,9,
593,0,4,9,10,
594,0,4,10,0,
595,0,4,10,1,
596,0,4,10,2,
597,0,4,10,3,
598,0,4,10,4,
599,0,4,10,5,
600,0,4,10,6,
601,0,4,10,7,
602,0,4,10,8,
603,0,4,10,9,
604,0,4,10,10,
605,0,5,0,0,SE
606,0,5,0,1,
607,0,5,0,2,SW
608,0,5,0,3,SE
609,0,5,0,4,
610,0,5,0,5,
611,0,5,0,6,SW
612,0,5,0,7,SW
613,0,5,0,8,DOWN
614,0,5,0,9,RIGHT
615,0,5,0,10,SE
616,0,5,1,0,RIGHT
617,0,5,1,1,SW
618,0,5,1,2,SW
619,0,5,1,3,SE
620,0,5,1,4,SE
621,0,5,1,5,RIGHT
622,0,5,1,6,STAY
623,0,5,1,7,SE
624,0,5,1,8,DOWN
625,0,5,1,9,STAY
626,0,5,1,10,DOWN
627,0,5,2,0,DOWN
628,0,5,2,1,SW
629,0,5,2,2,SE
630,0,5,2,3,RIGHT
631,0,5,2,4,
632,0,5,2,5,SW
633,0,5,2,6,SE
634,0,5,2,7,STAY
635,0,5,2,8,SW
636,0,5,2,9,STAY
637,0,5,2,10,DOWN
638,0,5,3,0,RIGHT
639,0,5,3,1,DOWN
640,0,5,3,2,STAY
641,0,5,3,3,SW
642,0,5,3,4,DOWN
643,0,5,3,5,STAY
644,0,5,3,6,SW
645,0,5,3,7,RIGHT
646,0,5,3,8,DOWN
647,0,5,3,9,RIGHT
648,0,5,3,10,STAY
649,0,5,4,0,SE
650,0,5,4,1,SW
651,0,5,4,2,SE
652,0,5,4,3,STAY
653,0,5,4,4,
654,0,5,4,5,RIGHT
655,0,5,4,6,
656,0,5,4,7,DOWN
657,0,5,4,8,SE
658,0,5,4,9,DOWN
659,0,5,4,10,DOWN
660,0,5,5,0,SE
661,0,5,5,1,
662,0,5,5,2,SE
663,0,5,5,3,RIGHT
664,0,5,5,4,STAY
665,0,5,5,5,STAY
666,0,5,5,6,DOWN
667,0,5,5,7,SW
668,0,5,5,8,SE
669,0,5,5,9,DOWN
670,0,5,5,10,SW
671,0,5,6,0,
672,0,5,6,1,SE
673,0,5,6,2,
674,0,5,6,3,
675,0,5,6,4,
676,0,5,6,5,STAY
677,0,5,6,6,
678,0,5,6,7,SE
679,0,5,6,8,STAY
680,0,5,6,9,DOWN
681,0,5,6,10,STAY
682,0,5,7,0,SE
683,0,5,7,1,RIGHT
684,0,5,7,2,RIGHT
685,0,5,7,3,SW
686,0,5,7,4,
687,0,5,7,5,STAY
688,0,5,7,6,RIGHT
689,0,5,7,7,SW
690,0,5,7,8,SW
691,0,5,7,9,SE
692,0,5,7,10,SW
693,0,5,8,0,DOWN
694,0,5,8,1,SW
695,0,5,8,2,RIGHT
696,0,5,8,3,STAY
697,0,5,8,4,DOWN
698,0,5,8,5,SE
699,0,5,8,6,DOWN
700,0,5,8,7,STAY
701,0,5,8,8,SW
702,0,5,8,9,SE
703,0,5,8,10,STAY
704,0,5,9,0,SW
705,0,5,9,1,SE
706,0,5,9,2,SW
707,0,5,9,3,DOWN
708,0,5,9,4,RIGHT
709,0,5,9,5,RIGHT
710,0,5,9,6,STAY
711,0,5,9,7,DOWN
712,0,5,9,8,SW
713,0,5,9,9,SW
714,0,5,9,10,SW
715,0,5,10,0,STAY
716,0,5,10,1,STAY
717,0,5,10,2,SE
718,0,5,10,3,
719,0,5,10,4,
720,0,5,10,5,STAY
721,0,5,10,6,STAY
722,0,5,10,7,SE
723,0,5,10,8,RIGHT
724,0,5,10,9,DOWN
725,0,5,10,10,STAY
726,0,6,0,0,LEFT
727,0,6,0,1,
728,0,6,0,2,LEFT
729,0,6,0,3,SW
730,0,6,0,4,
731,0,6,0,5,SE
732,0,6,0,6,
733,0,6,0,7,DOWN
734,0,6,0,8,STAY
735,0,6,0,9,DOWN
736,0,6,0,10,DOWN
737,0,6,1,0,LEFT
738,0,6,1,1,DOWN
739,0,6,1,2,DOWN
740,0,6,1,3,DOWN
741,0,6,1,4,RIGHT
742,0,6,1,5,SE
743,0,6,1,6,SW
744,0,6,1,7,SW
745,0,6,1,8,SE
746,0,6,1,9,RIGHT
747,0,6,1,10,SE
748,0,6,2,0,STAY
749,0,6,2,1,DOWN
750,0,6,2,2,STAY
751,0,6,2,3,STAY
752,0,6,2,4,
753,0,6,2,5,STAY
754,0,6,2,6,STAY
755,0,6,2,7,SW
756,0,6,2,8,DOWN
757,0,6,2,9,STAY
758,0,6,2,10,SW
759,0,6,3,0,RIGHT
760,0,6,3,1,STAY
761,0,6,3,2,STAY
762,0,6,3,3,SW
763,0,6,3,4,RIGHT
764,0,6,3,5,SW
765,0,6,3,6,SW
766,0,6,3,7,DOWN
767,0,6,3,8,SE
768,0,6,3,9,RIGHT
769,0,6,3,10,STAY
770,0,6,4,0,SE
771,0,6,4,1,DOWN
772,0,6,4,2,STAY
773,0,6,4,3,SW
774,0,6,4,4,
775,0,6,4,5,RIGHT
776,0,6,4,6,
777,0,6,4,7,SE
778,0,6,4,8,RIGHT
779,0,6,4,9,RIGHT
780,0,6,4,10,LEFT
781,0,6,5,0,DOWN
782,0,6,5,1,
783,0,6,5,2,STAY
784,0,6,5,3,RIGHT
785,0,6,5,4,SW
786,0,6,5,5,STAY
787,0,6,5,6,RIGHT
788,0,6,5,7,SW
789,0,6,5,8,SW
790,0,6,5,9,LEFT
791,0,6,5,10,SW
792,0,6,6,0,
793,0,6,6,1,STAY
794,0,6,6,2,
795,0,6,6,3,
796,0,6,6,4,
797,0,6,6,5,DOWN
798,0,6,6,6,
799,0,6,6,7,LEFT
800,0,6,6,8,LEFT
801,0,6,6,9,DOWN
802,0,6,6,10,STAY
803,0,6,7,0,RIGHT
804,0,6,7,1,STAY
805,0,6,7,2,DOWN
806,0,6,7,3,LEFT
807,0,6,7,4,
808,0,6,7,5,STAY
809,0,6,7,6,SE
810,0,6,7,7,LEFT
811,0,6,7,8,DOWN
812,0,6,7,9,STAY
813,0,6,7,10,SE
814,0,6,8,0,STAY
815,0,6,8,1,LEFT
816,0,6,8,2,SW
817,0,6,8,3,SE
818,0,6,8,4,LEFT
819,0,6,8,5,STAY
820,0,6,8,6,SE
821,0,6,8,7,LEFT
822,0,6,8,8,SW
823,0,6,8,9,SE
824,0,6,8,10,RIGHT
825,0,6,9,0,SE
826,0,6,9,1,DOWN
827,0,6,9,2,SW
828,0,6,9,3,STAY
829,0,6,9,4,SW
830,0,6,9,5,STAY
831,0,6,9,6,SE
832,0,6,9,7,STAY
833,0,6,9,8,SW
834,0,6,9,9,DOWN
835,0,6,9,10,SE
836,0,6,10,0,STAY
837,0,6,10,1,DOWN
838,0,6,10,2,DOWN
839,0,6,10,3,
840,0,6,10,4,
841,0,6,10,5,LEFT
842,0,6,10,6,SW
843,0,6,10,7,RIGHT
844,0,6,10,8,DOWN
845,0,6,10,9,STAY
846,0,6,10,10,LEFT
847,0,7,0,0,SE
848,0,7,0,1,
849,0,7,0,2,SW
850,0,7,0,3,SW
851,0,7,0,4,
852,0,7,0,5,STAY
853,0,7,0,6,SE
854,0,7,0,7,
855,0,7,0,8,LEFT
856,0,7,0,9,RIGHT
857,0,7,0,10,RIGHT
858,0,7,1,0,DOWN
859,0,7,1,1,SW
860,0,7,1,2,DOWN
861,0,7,1,3,STAY
862,0,7,1,4,RIGHT
863,0,7,1,5,SE
864,0,7,1,6,DOWN
865,0,7,1,7,SE
866,0,7,1,8,DOWN
867,0,7,1,9,LEFT
868,0,7,1,10,SE
869,0,7,2,0,SW
870,0,7,2,1,RIGHT
871,0,7,2,2,DOWN
872,0,7,2,3,STAY
873,0,7,2,4,
874,0,7,2,5,RIGHT
875,0,7,2,6,SE
876,0,7,2,7,RIGHT
877,0,7,2,8,DOWN
878,0,7,2,9,RIGHT
879,0,7,2,10,SW
880,0,7,3,0,LEFT
881,0,7,3,1,DOWN
882,0,7,3,2,RIGHT
883,0,7,3,3,SE
884,0,7,3,4,LEFT
885,0,7,3,5,SW
886,0,7,3,6,SE
887,0,7,3,7,SE
888,0,7,3,8,RIGHT
889,0,7,3,9,DOWN
890,0,7,3,10,SW
891,0,7,4,0,LEFT
892,0,7,4,1,SW
893,0,7,4,2,LEFT
894,0,7,4,3,DOWN
895,0,7,4,4,
896,0,7,4,5,STAY
897,0,7,4,6,
898,0,7,4,7,RIGHT
899,0,7,4,8,STAY
900,0,7,4,9,SW
901,0,7,4,10,LEFT
902,0,7,5,0,SE
903,0,7,5,1,
904,0,7,5,2,SE
905,0,7,5,3,STAY
906,0,7,5,4,RIGHT
907,0,7,5,5,STAY
908,0,7,5,6,SW
909,0,7,5,7,SW
910,0,7,5,8,STAY
911,0,7,5,9,DOWN
912,0,7,5,10,STAY
913,0,7,6,0,
914,0,7,6,1,STAY
915,0,7,6,2,
916,0,7,6,3,
917,0,7,6,4,
918,0,7,6,5,LEFT
919,0,7,6,6,
920,0,7,6,7,RIGHT
921,0,7,6,8,DOWN
922,0,7,6,9,SW
923,0,7,6,10,RIGHT
924,0,7,7,0,SE
925,0,7,7,1,SW
926,0,7,7,2,SW
927,0,7,7,3,STAY
928,0,7,7,4,
929,0,7,7,5,STAY
930,0,7,7,6,STAY
931,0,7,7,7,LEFT
932,0,7,7,8,RIGHT
933,0,7,7,9,RIGHT
934,0,7,7,10,LEFT
935,0,7,8,0,DOWN
936,0,7,8,1,SW
937,0,7,8,2,DOWN
938,0,7,8,3,SW
939,0,7,8,4,RIGHT
940,0,7,8,5,SE
941,0,7,8,6,SW
942,0,7,8,7,SE
943,0,7,8,8,DOWN
944,0,7,8,9,SW
945,0,7,8,10,SW
946,0,7,9,0,DOWN
947,0,7,9,1,SW
948,0,7,9,2,DOWN
949,0,7,9,3,RIGHT
950,0,7,9,4,DOWN
951,0,7,9,5,SE
952,0,7,9,6,SE
953,0,7,9,7,RIGHT
954,0,7,9,8,SW
955,0,7,9,9,SW
956,0,7,9,10,RIGHT
957,0,7,10,0,DOWN
958,0,7,10,1,STAY
959,0,7,10,2,SE
960,0,7,10,3,
961,0,7,10,4,
962,0,7,10,5,SW
963,0,7,10,6,SW
964,0,7,10,7,DOWN
965,0,7,10,8,SE
966,0,7,10,9,SE
967,0,7,10,10,SE
968,0,8,0,0,DOWN
969,0,8,0,1,
970,0,8,0,2,STAY
971,0,8,0,3,SW
972,0,8,0,4,
973,0,8,0,5,RIGHT
974,0,8,0,6,RIGHT
975,0,8,0,7,STAY
976,0,8,0,8,
977,0,8,0,9,DOWN
978,0,8,0,10,STAY
979,0,8,1,0,RIGHT
980,0,8,1,1,DOWN
981,0,8,1,2,SW
982,0,8,1,3,DOWN
983,0,8,1,4,LEFT
984,0,8,1,5,RIGHT
985,0,8,1,6,SW
986,0,8,1,7,DOWN
987,0,8,1,8,LEFT
988,0,8,1,9,LEFT
989,0,8,1,10,LEFT
990,0,8,2,0,SE
991,0,8,2,1,LEFT
992,0,8,2,2,DOWN
993,0,8,2,3,STAY
994,0,8,2,4,
995,0,8,2,5,RIGHT
996,0,8,2,6,RIGHT
997,0,8,2,7,LEFT
998,0,8,2,8,LEFT
999,0,8,2,9,STAY
1000,0,8,2,10,LEFT
1001,0,8,3,0,SW
1002,0,8,3,1,LEFT
1003,0,8,3,2,SE
1004,0,8,3,3,SW
1005,0,8,3,4,SE
1006,0,8,3,5,STAY
1007,0,8,3,6,RIGHT
1008,0,8,3,7,SW
1009,0,8,3,8,LEFT
1010,0,8,3,9,RIGHT
1011,0,8,3,10,DOWN
1012,0,8,4,0,STAY
1013,0,8,4,1,RIGHT
1014,0,8,4,2,RIGHT
1015,0,8,4,3,STAY
1016,0,8,4,4,
1017,0,8,4,5,STAY
1018,0,8,4,6,
1019,0,8,4,7,RIGHT
1020,0,8,4,8,DOWN
1021,0,8,4,9,STAY
1022,0,8,4,10,RIGHT
1023,0,8,5,0,SE
1024,0,8,5,1,
1025,0,8,5,2,STAY
1026,0,8,5,3,STAY
1027,0,8,5,4,SE
1028,0,8,5,5,STAY
1029,0,8,5,6,SE
1030,0,8,5,7,RIGHT
1031,0,8,5,8,STAY
1032,0,8,5,9,RIGHT
1033,0,8,5,10,STAY
1034,0,8,6,0,
1035,0,8,6,1,RIGHT
1036,0,8,6,2,
1037,0,8,6,3,
1038,0,8,6,4,
1039,0,8,6,5,RIGHT
1040,0,8,6,6,
1041,0,8,6,7,DOWN
1042,0,8,6,8,RIGHT
1043,0,8,6,9,STAY
1044,0,8,6,10,RIGHT
1045,0,8,7,0,RIGHT
1046,0,8,7,1,SW
1047,0,8,7,2,SE
1048,0,8,7,3,SW
1049,0,8,7,4,
1050,0,8,7,5,RIGHT
1051,0,8,7,6,SW
1052,0,8,7,7,RIGHT
1053,0,8,7,8,LEFT
1054,0,8,7,9,SE
1055,0,8,7,10,SW
1056,0,8,8,0,DOWN
